Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
238,Jarrett Allen,19,BRK,C,72,31,1441,0.589,3.7,0.962,0.668,0.232,0.038,0.023,0.038,0.599,0.698,0.38,0.333,0.333,0.333,0.843,1,0.353,117,0.867,0.385,2,1,,allenja01
239,Mason Plumlee,27,DEN,C,74,26,1439,0.601,2.9,0.997,0.674,0.264,0.035,0.024,0.003,0.602,0.714,0.371,0.385,0.333,0,0.715,,0.31,103,0,,0,0,,plumlma01
240,Malcolm Brogdon,25,MIL,PG,48,20,1436,0.485,11.7,0.68,0.374,0.127,0.115,0.064,0.32,0.532,0.66,0.297,0.414,0.469,0.385,0.396,0.726,0.022,11,0.261,0.476,1,0,,brogdma01
241,Delon Wright,25,TOR,PG,69,4,1433,0.465,11.1,0.646,0.394,0.211,0.025,0.014,0.354,0.52,0.629,0.352,0.364,0.333,0.366,0.248,0.786,0.032,13,0.216,0.424,4,1,,wrighde01
242,Avery Bradley,27,2TM,SG,46,46,1433,0.414,12.9,0.675,0.227,0.13,0.099,0.219,0.325,0.436,0.599,0.346,0.355,0.358,0.369,0.685,0.92,0.026,13,0.335,0.426,0,0,,bradlav01
243,Avery Bradley,27,DET,SG,40,40,1268,0.409,14.6,0.66,0.221,0.125,0.098,0.216,0.34,0.423,0.571,0.338,0.375,0.341,0.381,0.704,0.919,0.025,11,0.314,0.459,0,0,,bradlav01
244,Avery Bradley,27,LAC,SG,6,6,165,0.473,11.2,0.836,0.291,0.182,0.109,0.255,0.164,0.543,0.813,0.4,0.167,0.5,0.111,0.56,1,0.036,2,0.778,0.143,0,0,,bradlav01
245,Mario Chalmers,31,MEM,PG,66,10,1421,0.379,15.1,0.569,0.242,0.142,0.106,0.079,0.431,0.456,0.542,0.333,0.404,0.486,0.277,0.278,0.83,0,0,0.209,0.3,8,0,,chalmma01
246,Larry Nance Jr.,25,2TM,C,66,26,1421,0.581,6.2,0.971,0.581,0.157,0.087,0.148,0.029,0.594,0.733,0.369,0.333,0.426,0.167,0.744,1,0.269,94,0.25,0,3,0,,nancela02
247,Larry Nance Jr.,25,LAL,C,42,17,922,0.601,5.7,0.984,0.601,0.15,0.099,0.138,0.016,0.606,0.763,0.421,0.24,0.371,0.25,0.715,1,0.269,59,0.25,0,2,0,,nancela02
248,Larry Nance Jr.,25,CLE,C,24,9,499,0.55,6.7,0.95,0.55,0.169,0.069,0.163,0.05,0.572,0.682,0.296,0.545,0.5,0.125,0.793,1,0.269,35,0.25,0,1,0,,nancela02
249,John Wall,27,WAS,PG,41,41,1410,0.42,13,0.75,0.31,0.09,0.093,0.253,0.25,0.436,0.638,0.317,0.274,0.296,0.371,0.101,0.645,0.028,16,0.042,0.714,3,0,AS,walljo01
250,Mike Scott,29,WAS,PF,76,1,1406,0.527,14,0.689,0.168,0.193,0.176,0.153,0.311,0.582,0.693,0.495,0.587,0.563,0.405,0.743,1,0.015,7,0.258,0.452,1,0,,scottmi01
251,Alex Len,24,PHO,C,69,13,1395,0.566,2.7,0.992,0.733,0.167,0.053,0.04,0.008,0.568,0.646,0.349,0.5,0.133,0.333,0.676,1,0.288,95,0,,0,0,,lenal01
252,Nick Young,32,GSW,SG,80,8,1393,0.412,20.6,0.332,0.07,0.023,0.113,0.127,0.668,0.481,0.676,0.455,0.509,0.355,0.377,0.641,0.886,0.006,1,0.279,0.396,1,0,,youngni01
253,Trey Lyles,22,DEN,PF,73,2,1391,0.491,12.9,0.604,0.3,0.185,0.078,0.04,0.396,0.563,0.697,0.392,0.535,0.409,0.381,0.642,0.988,0.08,40,0.188,0.366,3,0,,lylestr01
254,Kosta Koufos,28,SAC,C,71,12,1391,0.571,5,1,0.391,0.476,0.131,0.003,0,0.571,0.711,0.476,0.49,1,,0.689,,0.064,24,,,0,0,,koufoko01
255,Kyle O'Quinn,27,NYK,C,77,10,1387,0.583,7.3,0.956,0.477,0.19,0.135,0.154,0.044,0.599,0.705,0.534,0.5,0.441,0.235,0.659,1,0.086,30,0.235,0.5,1,0,,oquinky01
256,Nemanja Bjelica,29,MIN,PF,67,21,1371,0.461,14.4,0.507,0.261,0.194,0.024,0.024,0.493,0.505,0.66,0.375,0.333,0.111,0.415,0.6,0.934,0.022,7,0.246,0.4,0,0,,bjeline01
257,Bam Adebayo,20,MIA,C,69,19,1368,0.512,4.3,0.979,0.624,0.232,0.082,0.041,0.021,0.523,0.642,0.329,0.321,0.214,0,0.701,,0.294,91,0,,4,0,,adebaba01
258,Raymond Felton,33,OKC,PG,82,2,1365,0.406,16.9,0.583,0.168,0.111,0.092,0.212,0.417,0.444,0.538,0.443,0.373,0.402,0.352,0.077,0.728,0,0,0.17,0.462,10,0,,feltora01
259,Shelvin Mack,27,ORL,PG,69,3,1365,0.43,13.1,0.664,0.229,0.225,0.118,0.092,0.336,0.473,0.705,0.355,0.327,0.368,0.345,0.323,0.688,0,0,0.137,0.421,0,0,,macksh01
260,Hassan Whiteside,28,MIA,C,54,54,1364,0.54,5.6,0.997,0.434,0.33,0.151,0.081,0.003,0.538,0.713,0.445,0.31,0.404,1,0.587,1,0.168,89,0,,0,0,,whiteha01
261,Quincy Acy,27,BRK,PF,70,8,1359,0.356,20.7,0.2,0.115,0.027,0.025,0.033,0.8,0.384,0.5,0,0.333,0.333,0.349,0.857,0.99,0.036,9,0.305,0.404,0,0,,acyqu01
262,Lance Thomas,29,NYK,PF,73,31,1353,0.382,15.3,0.536,0.228,0.127,0.049,0.131,0.464,0.364,0.508,0.147,0.308,0.343,0.403,0.5,1,0.034,8,0.452,0.446,0,0,,thomala01
263,Devin Harris,34,2TM,PG,71,1,1340,0.412,15.9,0.5,0.293,0.117,0.037,0.053,0.5,0.476,0.632,0.208,0.412,0.25,0.348,0.556,0.747,0.002,0,0.181,0.439,9,0,,harride01
264,Devin Harris,34,DAL,PG,44,1,807,0.415,14,0.56,0.331,0.137,0.035,0.056,0.44,0.465,0.628,0.256,0.2,0.188,0.352,0.608,0.841,0,0,0.2,0.32,5,0,,harride01
265,Devin Harris,34,DEN,PG,27,0,533,0.406,17.9,0.4,0.229,0.082,0.041,0.047,0.6,0.5,0.641,0.071,0.714,0.375,0.343,0.441,0.629,0.006,0,0.157,0.625,4,0,,harride01
266,C.J. Miles,30,TOR,SF,70,3,1337,0.379,20.8,0.242,0.095,0.065,0.032,0.048,0.758,0.434,0.667,0.256,0.368,0.276,0.361,0.635,0.933,0.025,12,0.196,0.494,2,0,,milescj01
267,Gorgui Dieng,28,MIN,C,79,0,1333,0.479,12.4,0.843,0.25,0.129,0.152,0.312,0.157,0.511,0.67,0.3,0.542,0.455,0.311,0.784,0.895,0.075,28,0.77,0.298,0,0,,dienggo01
268,Andrew Harrison,23,MEM,PG,56,46,1326,0.422,13.2,0.669,0.301,0.124,0.082,0.163,0.331,0.467,0.574,0.396,0.286,0.414,0.331,0.134,0.745,0.005,1,0.289,0.317,0,0,,harrian01
269,Manu Ginóbili,40,SAS,SG,65,0,1299,0.434,13.8,0.585,0.283,0.153,0.099,0.048,0.415,0.506,0.641,0.408,0.348,0.364,0.333,0.423,0.797,0.015,7,0.198,0.342,1,0,,ginobma01
270,Montrezl Harrell,24,LAC,C,76,3,1293,0.635,3.5,0.987,0.646,0.268,0.051,0.02,0.013,0.641,0.734,0.49,0.429,0.273,0.143,0.669,0,0.234,115,0,,1,0,,harremo01
271,Patrick Patterson,28,OKC,PF,82,3,1270,0.398,17.5,0.357,0.128,0.135,0.06,0.03,0.643,0.421,0.588,0.361,0.25,0.375,0.386,0.6,1,0,0,0.433,0.392,0,0,,pattepa01
272,Maurice Harkless,24,POR,SF,59,37,1264,0.495,11.2,0.603,0.458,0.098,0.007,0.04,0.397,0.547,0.618,0.31,0.5,0.333,0.415,0.602,0.98,0.135,30,0.441,0.404,0,0,,harklma01
273,Emmanuel Mudiay,21,2TM,PG,64,14,1245,0.388,12.7,0.719,0.238,0.203,0.154,0.124,0.281,0.415,0.56,0.336,0.358,0.338,0.318,0.306,0.787,0.013,7,0.169,0.52,3,0,,mudiaem01
274,Emmanuel Mudiay,21,DEN,PG,42,0,752,0.401,12.9,0.683,0.23,0.22,0.143,0.09,0.317,0.414,0.5,0.394,0.348,0.345,0.373,0.33,0.763,0.012,4,0.206,0.571,2,0,,mudiaem01
275,Emmanuel Mudiay,21,NYK,PG,22,14,493,0.368,12.6,0.775,0.25,0.176,0.172,0.176,0.225,0.418,0.647,0.222,0.371,0.333,0.196,0.273,0.889,0.015,3,0.087,0.25,1,0,,mudiaem01
276,Skal Labissière,21,SAC,PF,60,29,1240,0.448,9.9,0.889,0.255,0.31,0.175,0.148,0.111,0.459,0.692,0.38,0.375,0.324,0.353,0.556,1,0.114,46,0.039,1,1,0,,labissk01
277,Thon Maker,20,MIL,C,74,12,1238,0.411,13.4,0.671,0.285,0.13,0.104,0.152,0.329,0.467,0.544,0.317,0.364,0.521,0.298,0.899,1,0.101,27,0.452,0.34,1,0,,makerth01
278,D'Angelo Russell,21,BRK,PG,48,35,1234,0.414,15.5,0.586,0.159,0.176,0.134,0.118,0.414,0.477,0.636,0.356,0.467,0.456,0.324,0.144,0.644,0.003,2,0.094,0.385,0,0,,russeda01
279,Rudy Gay,31,SAS,PF,57,6,1231,0.471,11.7,0.78,0.261,0.207,0.218,0.095,0.22,0.516,0.679,0.396,0.504,0.353,0.314,0.403,0.865,0.071,32,0.246,0.31,6,0,,gayru01
280,Corey Brewer,31,2TM,SF,72,18,1208,0.449,10.3,0.652,0.509,0.101,0.019,0.022,0.348,0.539,0.602,0.281,0.167,0.571,0.282,0.604,1,0.089,24,0.709,0.321,3,0,,breweco01
281,Corey Brewer,31,LAL,SF,54,2,694,0.453,8.3,0.75,0.547,0.157,0.029,0.017,0.25,0.543,0.628,0.333,0.2,0.333,0.186,0.586,1,0.081,12,0.558,0.167,2,0,,breweco01
282,Corey Brewer,31,OKC,SG,18,16,514,0.444,12.3,0.535,0.465,0.035,0.007,0.028,0.465,0.532,0.567,0,0,0.75,0.343,0.634,1,0.097,12,0.806,0.389,1,0,,breweco01
283,Maxi Kleber,26,DAL,PF,72,35,1206,0.489,12.8,0.586,0.366,0.094,0.065,0.061,0.414,0.613,0.69,0.586,0.45,0.368,0.313,0.793,1,0.155,44,0.406,0.365,1,0,,klebima01
284,Joe Johnson,36,2TM,SF,55,4,1205,0.406,16.2,0.597,0.033,0.244,0.189,0.131,0.403,0.493,0.667,0.523,0.471,0.426,0.276,0.226,0.975,0.003,0,0.386,0.321,1,0,,johnsjo02
285,Joe Johnson,36,UTA,SF,32,3,700,0.42,16,0.628,0.031,0.243,0.208,0.146,0.372,0.507,0.714,0.545,0.447,0.485,0.274,0.25,0.957,0.004,0,0.381,0.281,0,0,,johnsjo02
286,Joe Johnson,36,HOU,SF,23,1,505,0.381,16.5,0.545,0.037,0.246,0.157,0.104,0.455,0.466,0.6,0.485,0.524,0.286,0.279,0.176,1,0,0,0.393,0.375,1,0,,johnsjo02
287,Reggie Jackson,27,DET,PG,45,45,1201,0.426,13.7,0.707,0.156,0.251,0.172,0.128,0.293,0.475,0.6,0.434,0.515,0.351,0.308,0.088,0.577,0.009,3,0.142,0.417,3,0,,jacksre01
288,Amir Johnson,30,PHI,C,74,18,1171,0.538,6.5,0.877,0.431,0.385,0.038,0.027,0.123,0.57,0.714,0.45,0.2,0.429,0.313,0.654,1,0.077,17,0.281,0.333,1,0,,johnsam01
289,Isaiah Taylor,23,ATL,PG,67,9,1167,0.418,9.6,0.795,0.374,0.256,0.108,0.056,0.205,0.461,0.61,0.39,0.214,0.273,0.25,0.266,0.75,0.01,3,0.138,0.455,3,0,,taylois01
290,Trevor Booker,30,3TM,PF,68,7,1158,0.516,6.8,0.904,0.411,0.379,0.076,0.038,0.096,0.545,0.674,0.469,0.346,0.308,0.242,0.598,1,0.023,7,0.273,0.222,0,0,,booketr01
291,Trevor Booker,30,BRK,PF,18,6,395,0.513,5.9,0.92,0.387,0.447,0.06,0.027,0.08,0.536,0.655,0.463,0.444,0.25,0.25,0.514,1,0.02,2,0.417,0.4,0,0,,booketr01
292,Trevor Booker,30,PHI,PF,33,0,494,0.56,5.8,0.936,0.477,0.339,0.092,0.028,0.064,0.578,0.769,0.459,0.2,0,0.286,0.78,1,0.028,3,0.286,0,0,0,,booketr01
293,Trevor Booker,30,IND,PF,17,1,269,0.464,8.7,0.833,0.369,0.31,0.083,0.071,0.167,0.514,0.548,0.5,0.429,0.5,0.214,0.472,1,0.024,2,0.143,0,0,0,,booketr01
294,Sindarius Thornwell,23,LAC,SG,73,16,1156,0.429,10.2,0.738,0.399,0.215,0.052,0.073,0.262,0.448,0.505,0.32,0.5,0.471,0.377,0.688,1,0.047,7,0.459,0.393,2,0,,thornsi01
295,Tyson Chandler,35,PHO,C,46,46,1151,0.647,1,1,0.93,0.053,0.005,0.011,0,0.647,0.672,0.2,1,0.5,,0.669,,0.412,65,,,0,0,,chandty01
296,Semi Ojeleye,23,BOS,PF,73,0,1150,0.346,17.8,0.335,0.165,0.101,0.021,0.048,0.665,0.397,0.484,0.316,0.5,0.222,0.32,0.8,0.95,0.037,2,0.496,0.371,0,0,,ojelese01
297,Royce O'Neale,24,UTA,SF,69,4,1150,0.423,12.8,0.585,0.331,0.148,0.088,0.018,0.415,0.47,0.574,0.262,0.48,0.2,0.356,0.5,0.857,0.039,10,0.475,0.411,3,0,,onealro01
298,Ian Mahinmi,31,WAS,C,77,0,1145,0.556,3.3,0.992,0.621,0.31,0.044,0.012,0.008,0.561,0.669,0.403,0.364,0,0,0.623,,0.173,37,0,,1,0,,mahinia01
299,Paul Millsap,32,DEN,PF,38,37,1143,0.464,11.3,0.74,0.2,0.326,0.168,0.048,0.26,0.506,0.644,0.486,0.452,0.238,0.345,0.491,0.949,0.039,16,0.177,0.5,1,0,,millspa01
300,Álex Abrines,24,OKC,SG,75,8,1134,0.395,20.3,0.241,0.127,0.041,0.027,0.041,0.759,0.443,0.595,0.25,0.625,0.083,0.38,0.548,1,0.034,9,0.253,0.375,1,0,,abrinal01
301,Jonas Jerebko,30,UTA,PF,74,19,1134,0.466,14,0.54,0.261,0.176,0.041,0.062,0.46,0.511,0.708,0.3,0.5,0.286,0.414,0.691,1,0.038,13,0.42,0.53,0,0,,jerebjo01
302,Miloš Teodosić,30,LAC,PG,45,36,1134,0.419,20.7,0.356,0.064,0.036,0.083,0.172,0.644,0.492,0.652,0.385,0.533,0.435,0.379,0.302,0.705,0,0,0.082,0.421,0,0,,teodomi01
303,Shaun Livingston,32,GSW,PG,71,7,1129,0.501,9.3,0.985,0.236,0.192,0.461,0.096,0.015,0.509,0.716,0.47,0.437,0.424,0,0.529,,0.093,31,0.4,0,1,0,,livinsh01
304,Jodie Meeks,30,WAS,SG,77,0,1119,0.399,17.8,0.466,0.12,0.12,0.099,0.127,0.534,0.464,0.723,0.468,0.282,0.36,0.343,0.765,0.944,0.003,0,0.2,0.357,0,0,,meeksjo01
305,Tyler Zeller,28,2TM,C,66,34,1109,0.56,4.7,0.916,0.53,0.308,0.039,0.039,0.084,0.578,0.672,0.466,0.385,0.385,0.357,0.757,1,0.054,15,0.75,0.476,0,0,,zellety01
306,Tyler Zeller,28,BRK,C,42,33,703,0.546,6,0.886,0.476,0.336,0.035,0.039,0.114,0.567,0.651,0.494,0.25,0.444,0.385,0.757,1,0.039,7,0.731,0.526,0,0,,zellety01
307,Tyler Zeller,28,MIL,C,24,1,406,0.59,3.4,0.981,0.648,0.248,0.048,0.038,0.019,0.602,0.706,0.385,0.6,0.25,0,0.758,,0.086,8,1,0,0,0,,zellety01
308,Ben McLemore,24,MEM,SG,56,17,1091,0.421,14.8,0.574,0.241,0.126,0.062,0.145,0.426,0.477,0.6,0.34,0.522,0.37,0.346,0.706,0.964,0.024,8,0.283,0.378,1,0,,mclembe01
309,Dāvis Bertāns,25,SAS,PF,77,10,1086,0.44,19.7,0.311,0.137,0.068,0.057,0.049,0.689,0.588,0.8,0.44,0.524,0.278,0.373,0.836,1,0.033,12,0.143,0.5,1,0,,bertada01
310,Tristan Thompson,26,CLE,C,53,22,1072,0.562,3.2,1,0.664,0.255,0.06,0.026,0,0.562,0.673,0.35,0.286,0.333,,0.712,,0.196,40,,,0,0,,thomptr01
311,Tony Parker,35,SAS,PG,55,21,1071,0.459,10.4,0.905,0.338,0.144,0.126,0.296,0.095,0.479,0.626,0.393,0.429,0.374,0.27,0.286,0.9,0,0,0.757,0.286,1,0,,parketo01
312,Norman Powell,24,TOR,SG,70,18,1062,0.401,14.6,0.503,0.278,0.134,0.04,0.051,0.497,0.516,0.596,0.42,0.4,0.421,0.285,0.412,0.925,0.043,14,0.333,0.29,0,0,,powelno01
313,Mike Muscala,26,ATL,C,53,7,1060,0.458,15.8,0.465,0.231,0.096,0.103,0.038,0.535,0.559,0.694,0.367,0.438,0.5,0.371,0.654,1,0.042,10,0.329,0.491,0,0,,muscami01
314,Alec Burks,26,UTA,SG,64,1,1059,0.411,13.3,0.657,0.251,0.184,0.13,0.092,0.343,0.452,0.635,0.303,0.37,0.368,0.331,0.431,0.66,0.046,18,0.162,0.304,1,0,,burksal01
315,Treveon Graham,24,CHO,SG,63,2,1050,0.434,14.4,0.561,0.253,0.14,0.1,0.068,0.439,0.452,0.536,0.355,0.318,0.533,0.412,0.607,0.975,0.005,1,0.402,0.41,0,0,,grahatr01
316,Zach Collins,20,POR,C,66,1,1045,0.398,13.5,0.609,0.266,0.152,0.114,0.08,0.391,0.455,0.623,0.318,0.333,0.304,0.31,0.65,0.971,0.059,14,0.292,0.394,1,0,,colliza01
317,Greg Monroe,27,3TM,C,51,14,1040,0.565,3.9,1,0.516,0.396,0.044,0.044,0,0.565,0.729,0.379,0.412,0.471,,0.514,,0.023,7,,,0,0,,monrogr01
318,Greg Monroe,27,MIL,C,5,0,79,0.485,4.6,1,0.485,0.364,0.091,0.061,0,0.485,0.563,0.417,0.667,0,,0.625,,0,0,,,0,0,,monrogr01
319,Greg Monroe,27,PHO,C,20,14,465,0.626,3.2,1,0.587,0.348,0.026,0.039,0,0.626,0.747,0.426,0.5,0.667,,0.495,,0.019,2,,,0,0,,monrogr01
320,Greg Monroe,27,BOS,C,26,0,496,0.53,4,1,0.465,0.439,0.051,0.045,0,0.53,0.739,0.345,0.3,0.444,,0.514,,0.03,5,,,0,0,,monrogr01
321,Andre Roberson,26,OKC,SG,39,39,1037,0.537,6.1,0.778,0.716,0.056,0,0.006,0.222,0.627,0.681,0,,0,0.222,0.759,1,0.136,20,0.583,0.19,0,0,,roberan03
322,Vince Carter,41,SAC,SF,58,4,1026,0.403,18.2,0.417,0.17,0.092,0.042,0.113,0.583,0.483,0.583,0.308,0.583,0.438,0.345,0.474,0.982,0.039,10,0.145,0.292,2,0,,cartevi01
323,Wes Iwundu,23,ORL,SF,62,12,1020,0.427,10,0.789,0.39,0.165,0.11,0.124,0.211,0.488,0.635,0.361,0.375,0.296,0.196,0.56,1,0.055,11,0.522,0.25,0,0,,iwundwe01
324,Malcolm Delaney,28,ATL,PG,54,3,1014,0.382,16.7,0.565,0.168,0.095,0.084,0.218,0.435,0.391,0.542,0.111,0.375,0.403,0.371,0.397,0.739,0.004,1,0.226,0.429,1,0,,delanma01
325,Jameer Nelson,35,2TM,PG,50,0,1013,0.389,17.9,0.492,0.139,0.07,0.082,0.201,0.508,0.45,0.676,0.294,0.35,0.388,0.331,0.389,0.634,0,0,0.137,0.294,1,0,,nelsoja01
326,Jameer Nelson,35,NOP,PG,43,0,897,0.41,18.8,0.463,0.141,0.059,0.083,0.18,0.537,0.463,0.621,0.333,0.412,0.405,0.364,0.386,0.65,0,0,0.145,0.313,1,0,,nelsoja01
327,Jameer Nelson,35,DET,PG,7,0,116,0.282,16.9,0.641,0.128,0.128,0.077,0.308,0.359,0.4,1,0.2,0,0.333,0.071,0.4,0,0,0,0.071,0,0,0,,nelsoja01
328,David West,37,GSW,C,73,0,999,0.571,9.2,0.979,0.336,0.193,0.185,0.265,0.021,0.576,0.764,0.425,0.629,0.41,0.375,0.761,0.667,0.09,31,0.125,0,0,0,,westda01
329,Frank Mason III,23,SAC,PG,52,2,984,0.379,12.4,0.774,0.279,0.203,0.1,0.192,0.226,0.384,0.462,0.299,0.316,0.397,0.36,0.257,0.484,0.003,1,0.105,0.333,4,0,,masonfr01
330,Josh Huestis,26,OKC,PF,69,10,982,0.33,16.4,0.368,0.275,0.038,0.022,0.033,0.632,0.403,0.48,0.143,0,0.333,0.287,0.556,1,0.115,17,0.357,0.268,0,0,,huestjo01
331,Cristiano Felício,25,CHI,C,55,16,977,0.591,4.2,0.991,0.637,0.2,0.07,0.084,0.009,0.596,0.693,0.512,0.2,0.389,0,0.756,,0.102,20,0,,0,0,,feliccr01
332,Tyler Dorsey,21,ATL,SG,56,5,974,0.377,17.6,0.479,0.173,0.094,0.068,0.147,0.521,0.393,0.5,0.333,0.192,0.393,0.362,0.444,0.819,0.01,3,0.146,0.31,3,0,,dorsety01
333,Zaza Pachulia,33,GSW,C,69,57,972,0.564,4.6,0.996,0.614,0.193,0.102,0.083,0.004,0.567,0.654,0.431,0.519,0.318,0,0.819,,0.049,13,0,,1,0,,pachuza01
334,Patrick McCaw,22,GSW,SG,57,10,961,0.409,12.9,0.644,0.347,0.133,0.062,0.107,0.356,0.503,0.654,0.333,0.357,0.292,0.238,0.699,1,0.058,8,0.275,0.455,1,0,,mccawpa01
335,Deyonta Davis,21,MEM,C,62,6,943,0.608,5.6,1,0.581,0.147,0.117,0.155,0,0.608,0.753,0.41,0.387,0.415,,0.77,,0.196,51,,,0,0,,davisde01
336,Daniel Theis,25,BOS,C,63,3,936,0.541,9.9,0.751,0.464,0.099,0.103,0.086,0.249,0.617,0.741,0.304,0.542,0.4,0.31,0.759,1,0.202,41,0.259,0.533,0,0,,theisda01
337,Gerald Green,32,HOU,SG,41,2,929,0.407,20,0.278,0.121,0.036,0.07,0.051,0.722,0.504,0.56,0.4,0.483,0.476,0.369,0.5,0.773,0.036,13,0.262,0.385,2,0,,greenge01
338,Jerryd Bayless,29,PHI,SG,39,11,925,0.416,17,0.443,0.168,0.118,0.05,0.107,0.557,0.474,0.682,0.419,0.308,0.286,0.37,0.727,0.963,0.004,1,0.329,0.396,0,0,,bayleje01
339,Miles Plumlee,29,ATL,C,55,35,918,0.583,3,1,0.65,0.267,0.061,0.022,0,0.583,0.709,0.333,0.455,0.25,,0.781,,0.35,55,,,0,0,,plumlmi01
340,Dion Waiters,26,MIA,SG,30,30,918,0.398,15,0.585,0.246,0.124,0.046,0.168,0.415,0.463,0.614,0.333,0.421,0.348,0.306,0.171,0.769,0.007,3,0.271,0.391,1,0,,waitedi01
341,José Calderón,36,CLE,PG,57,32,914,0.503,17.8,0.476,0.178,0.043,0.076,0.178,0.524,0.545,0.667,0.625,0.5,0.424,0.464,0.229,0.822,0,0,0.155,0.6,0,0,,caldejo01
342,Kevon Looney,21,GSW,C,66,4,910,0.58,4.8,0.974,0.627,0.202,0.073,0.067,0.026,0.59,0.744,0.205,0.643,0.308,0.2,0.685,1,0.218,39,0,,2,0,,looneke01
343,Sam Dekker,23,LAC,PF,73,1,883,0.494,8.2,0.768,0.564,0.131,0.023,0.05,0.232,0.593,0.685,0.353,0.5,0.231,0.167,0.712,0.9,0.143,30,0.267,0.188,1,0,,dekkesa01
344,Noah Vonleh,22,2TM,PF,54,16,875,0.444,10.9,0.718,0.376,0.154,0.06,0.128,0.282,0.5,0.625,0.333,0.357,0.4,0.303,0.488,0.95,0.111,22,0.076,0.2,0,0,,vonleno01
345,Noah Vonleh,22,POR,PF,33,12,476,0.49,8.5,0.938,0.458,0.135,0.094,0.25,0.063,0.5,0.636,0.154,0.556,0.417,0.333,0.556,0.5,0.167,14,0,,0,0,,vonleno01
346,Noah Vonleh,22,CHI,PF,21,4,399,0.413,13.3,0.565,0.319,0.167,0.036,0.043,0.435,0.5,0.614,0.435,0,0.333,0.3,0.41,1,0.072,8,0.083,0.2,0,0,,vonleno01
347,Langston Galloway,26,DET,SG,58,2,863,0.371,20.7,0.359,0.038,0.076,0.085,0.159,0.641,0.418,0.692,0.346,0.483,0.352,0.344,0.451,0.92,0,0,0.202,0.364,0,0,,gallola01
348,Isaiah Thomas,28,2TM,PG,32,15,862,0.373,15.8,0.553,0.192,0.124,0.135,0.102,0.447,0.438,0.506,0.365,0.404,0.442,0.293,0.275,0.545,0,0,0.128,0.292,1,0,,thomais02
349,Isaiah Thomas,28,CLE,PG,15,14,406,0.361,15.8,0.552,0.201,0.103,0.129,0.119,0.448,0.449,0.487,0.3,0.48,0.478,0.253,0.333,0.591,0,0,0.195,0.294,0,0,,thomais02
350,Isaiah Thomas,28,LAL,PG,17,1,456,0.383,15.8,0.555,0.185,0.141,0.141,0.088,0.445,0.429,0.524,0.406,0.344,0.4,0.327,0.222,0.515,0,0,0.069,0.286,1,0,,thomais02
351,Malik Monk,19,CHO,SG,63,0,854,0.36,19.3,0.428,0.101,0.085,0.082,0.16,0.572,0.385,0.605,0.361,0.286,0.309,0.342,0.386,0.627,0.014,6,0.177,0.349,4,0,,monkma01
352,Tyrone Wallace,23,LAC,PG,30,19,851,0.445,8.2,0.838,0.352,0.312,0.154,0.02,0.162,0.483,0.667,0.364,0.316,0.4,0.25,0.58,1,0.016,4,0.55,0.364,1,0,,wallaty01
353,Tim Frazier,27,WAS,PG,59,11,838,0.395,15.8,0.674,0.157,0.128,0.128,0.262,0.326,0.44,0.741,0.227,0.409,0.378,0.304,0.431,0.588,0.012,2,0.054,0.333,0,0,,fraziti01
354,Michael Carter-Williams,26,CHO,PG,52,2,835,0.332,11.3,0.742,0.314,0.214,0.1,0.114,0.258,0.365,0.556,0.224,0.217,0.231,0.237,0.339,0.857,0.035,8,0.373,0.227,0,0,,cartemi01
355,Paul Zipser,23,CHI,SF,54,12,824,0.346,16.9,0.53,0.15,0.12,0.077,0.184,0.47,0.355,0.629,0.214,0.389,0.209,0.336,0.591,0.973,0.026,6,0.209,0.391,0,0,,zipsepa01
356,Jason Terry,40,MIL,SG,51,4,814,0.383,20.8,0.253,0.084,0.026,0.058,0.084,0.747,0.487,0.538,0.25,0.667,0.385,0.348,0.579,0.975,0,0,0.478,0.4,1,0,,terryja01
357,Ekpe Udoh,30,UTA,C,63,3,810,0.5,4.5,0.992,0.542,0.308,0.117,0.025,0.008,0.504,0.662,0.378,0.214,0,0,0.683,,0.15,18,0,,1,0,,udohek01
358,Jordan Bell,23,GSW,C,57,13,809,0.627,4,0.978,0.703,0.13,0.103,0.043,0.022,0.641,0.7,0.417,0.632,0.375,0,0.733,,0.292,44,0,,0,0,,belljo01
359,Timothé Luwawu-Cabarrot,22,PHI,SF,52,7,807,0.375,16.2,0.408,0.288,0.075,0.004,0.041,0.592,0.431,0.545,0.1,1,0.182,0.335,0.851,0.962,0.011,1,0.291,0.348,0,0,,luwawti01
360,Thabo Sefolosha,33,UTA,SF,38,6,806,0.492,12.3,0.65,0.333,0.121,0.096,0.1,0.35,0.551,0.688,0.379,0.435,0.417,0.381,0.64,0.906,0.042,9,0.548,0.457,0,0,,sefolth01
361,Eric Moreland,26,DET,PF,67,3,805,0.541,3.6,1,0.574,0.311,0.09,0.025,0,0.541,0.671,0.395,0.364,0,,0.712,,0.164,16,,,0,0,,moreler01
